imdb_title_id,writers
103617,"Kevin Alyn Elders, Sidney J. Furie"
103621,"Wili Baronet, Lisa Morton"
103639,"Ron Clements, John Musker"
103640,"Myron Levoy, Jordan Horowitz"
103644,"Dan O'Bannon, Ronald Shusett"
103655,Keoni Waxman
103666,"Richard Reitinger, Mika Kaurismäki"
103668,Yuriy Rogoza
103670,"Peter Silverman, Martin Bell"
103671,"Floyd Mutrux, Floyd Mutrux"
103674,"David Huey, Dom Magwili"
103681,"Jacques Doillon, Jean-François Goyet"
103689,"Sujit Sen, Sujit Sen"
103690,"Dode B. Levenson, Frank Chance"
103698,Pyotr Todorovskiy
103699,Stan Lai
103704,Takeshi Kitano
103705,"José Buil, Alfonso Reyes"
103706,"Michael Almereyda, Nic Ratner"
103707,"Bertolt Brecht, Friedrich Hölderlin"
103710,"Diane Kurys, Antoine Lacomblez"
103741,Don Askarian
103743,"Kam-Fai Law, Wing-Kin Lau"
103746,
103747,John Fusco
103752,"Lindsay Smith, Lindsay Smith"
103759,"Zoë Lund, Abel Ferrara"
103760,"Majid Majidi, Seyed Mehdi Shojai"
103761,"Jean-Loup Dabadie, Yves Robert"
103763,
103772,Joe Eszterhas
103773,"Frank Henenlotter, Robert Martin"
103776,"Bob Kane, Daniel Waters"
103782,"Philippe Alard, Christian Vincent"
103783,"Robin Harris, Reginald Hudlin"
103784,Cindy Myers
103786,"John Hughes, Amy Holden Jones"
103787,René-Daniel Dubois
103790,"Claude Lelouch, Claude Lelouch"
103791,"Rafael Azcona, Rafael Azcona"
103793,Michael Haneke
103794,Jackson Barr
103796,"Rafael Moreno Alba, Miguel Postolache"
103800,"Claude Chabrol, Claude Chabrol"
103802,"Claudio Fragasso, Rossella Drudi"
103805,Larry Ferguson
103806,Nouri Bouzid
103812,"George 'Buck' Flower, Ed Hansen"
103813,"Jeff Conaway, Charles T. Kanganis"
103816,"Filippo Ascione, Umberto Marino"
103818,"Arne Olsen, John Alan Schwartz"
103825,"Robert Easter, Neva Friedenn"
103827,Mark Herman
103831,"Marcel Gisler, Andreas Herder"
103835,"Shuki Levy, Winston Richard"
103836,Edward Kovach
103837,"John Palmer, Leonard Lee"
103838,"Andrey Konchalovskiy, Anatoliy Usov"
103841,"Jon Hewitt, Richard Wolstencroft"
103845,Margaret Tait
103848,"Ted Allbeury, Ron Hutchinson"
103850,Tim Robbins
103851,"Jackson Barr, Christopher Wooden"
103854,"Bo Zenga, P.J. Pesce"
103855,Lawrence Kasdan
103858,Gary Hoffman
103859,"Barry W. Blaustein, David Sheffield"
103867,Daniel B. Appleby
103872,"Pat Proft, George S. Kaufman"
103873,"Stephen Sinclair, Stephen Sinclair"
103874,"Bram Stoker, James V. Hart"
103877,Paul W. Shapiro
103880,"Mark Steven Bosko, Wayne Alan Harold"
103881,"Maggie Hemingway, Adrian Hodges"
103893,Joss Whedon
103894,"Mark Pirro, Alan Gries"
103896,Gerard Soeteman
103898,Olaf Ittenbach
103905,"Rémy Belvaux, Rémy Belvaux"
103907,"Ken Lamplugh, John Weidner"
103917,"Bill Milling, Hesh Rephun"
103919,"Clive Barker, Bernard Rose"
103920,"Alain Zaloum, Brenda Newman"
103923,"Joe Simon, Jack Kirby"
103924,"John Dwyer, John Dwyer"
103926,"Guy Maddin, George Toles"
103927,"John Antrobus, Dave Freeman"
103932,Jean-Claude Brisseau
103933,David A. Prior
103934,"Miloslav Svandrlík, Miloslav Svandrlík"
103935,Ming-liang Tsai
103936,Temístocles López
103937,"Houshang Moradi Kermani, Mohammad-Ali Talebi"
103939,"David Robinson, Charles Chaplin"
103943,Otar Iosseliani
103945,Assi Dayan
103948,"Rafael Azcona, Rafael Azcona"
103949,"Jacques Baynac, André Milbet"
103950,"Tsukasa Hôjô, Jing Wong"
103951,
103956,"Don Mancini, Don Mancini"
103957,"Nicolas Falacci, Nicolas Falacci"
103959,Dan Hoskins
103962,"Mario Puzo, John Briley"
103967,"Yevgeni Golubenko, Kira Muratova"
103969,"Ion Baiesu, Lucian Pintilie"
103970,"Franco Castellano, Giuseppe Moccia"
103971,"Jaanis Klidzejs, Janis Streics"
103976,"Dominique Lapierre, Mark Medoff"
103977,Nicole Conn
103978,"Michael Swerdlick, Wayne Allan Rice"
103982,"Brian Moore, Allan Scott"
103991,"Alessandro Bencivenni, Alessandro Bencivenni"
103994,"Laura Esquivel, Laura Esquivel"
104003,"Jacques Audiard, Jacques Audiard"
104006,Matthew Chapman
104008,Éric Rohmer
104009,"Michael Grais, Mark Victor"
104011,"José Antonio Garcia, Clarice Lispector"
104012,"Carlo Carlei, Carlo Carlei"
104014,"Tinto Brass, Tinto Brass"
104019,"Louise-Anne Bouchard, Richard Ciupka"
104025,Coline Serreau
104027,"Scott Sommer, Scott Sommer"
104028,"Darko Bajic, Aleksandar Barisic"
104029,Guillermo del Toro
104030,Mike Binder
104033,"Anne Kennedy, Alison Maclean"
104036,Neil Jordan
104040,Tony Gilroy
104046,"Fernand Auwera, Louis Paul Boon"
104053,"Franco Ferrini, Gianni Romoli"
104054,"Tab Hunter, Janet MacLean"
104055,"Faruque Ahmed, Ronald D. Herbst"
104061,"Bert Goodman, Anne Randall"
104066,"Joseph Merhi, Robert Tiffe"
104070,"Martin Donovan, David Koepp"
104072,"Sachin Bhowmick, Sachin Bhowmick"
104073,"Michael Tolkin, Michael Tolkin"
104080,Sam A. Scribner
104082,"Hans Iveberg, Jan Guillou"
104087,"Isaac Florentine, Isaac Florentine"
104088,Alien Castle
104094,"Mark Deimel, James Nichols"
104098,Sudhir Mishra
104099,Manoel de Oliveira
104103,"Gesualdo Bufalino, Gesualdo Bufalino"
104105,Pierre Schoendoerffer
104106,Tahmineh Milani
104107,"Leonard Wise, Steven McKay"
104109,Marc Rosenberg
104111,"Aurelio Grimaldi, Aurelio Grimaldi"
104114,"Marty Kaplan, Jonathan Reynolds"
104115,"Charles Band, C. Courtney Joyner"
104119,"Maria Lease, Rod Nave"
104121,"Miguel de Cervantes y Saavedra, Javier Mina"
104122,"Ugo Chiti, Francesco Nuti"
104129,"Peter Morgan, Mark Wadlow"
104131,Amos Kollek
104134,David A. Prior
104135,"Jeffrey Kerns, Kurt Wimmer"
104137,"Shani Grewal, David Fleming"
104139,"Manny Coto, Graeme Whifler"
104142,"R.M. London, David Tausik"
104145,Jing Wong
104146,Jing Wong
104155,Richard Stanley
104181,"Emily Brontë, Anne Devlin"
104187,"George Zaloom, Shawn Schepps"
104188,"Bruce Mason, Bruce Mason"
104201,Alan Rudolph
104212,"T.G. Baker, David Manning"
104215,Thomas Ian Griffith
104218,Lawrence L. Simeone
104225,Larry McMurtry
104228,"Vasil Barka, Sergey Dyachenko"
104231,"Bob Dolman, Ron Howard"
104233,Phillip Avalon
104237,"David Hare, Josephine Hart"
104239,"Vladimir Maslov, Aleksei Tolstoy"
104240,Paul Mones
104252,"Jerzy Skolimowski, Józef Skolimowski"
104254,"Jim Cox, Diana Young"
104255,Walter Wippersberg
104257,"Aaron Sorkin, Aaron Sorkin"
104261,"Maroun Bagdadi, Dan Frank"
104265,"Robert Berger, Wesley Strick"
104267,Stephen Smoke
104279,Dick Maas
104283,Robert Klane
104290,"Jacqueline Giroux, Thomas Palmer Jr."
104291,J.J. Abrams
104298,"Jon Acevski, David Ashton"
104299,"Robert Sheckley, Steven Pressfield"
104302,Torun Lian
104309,"Don Klein, Tom Kartozian"
104316,John Ryman
104319,Kam-Fai Law
104321,"Richard Peck, Allison Anders"
104322,"Jeffrey Lau, Kar-Wai Wong"
104330,Kôki Mitani
104338,"Ingvar Ambjørnsen, Axel Hellstenius"
104346,"Djordje Milicevic, Robert Mark Kamen"
104348,"David Mamet, David Mamet"
104349,"Reinhard Klooss, Stefan Cantz"
104350,Ingmar Bergman
104351,"Genpei Akasegawa, Masaharu Fuji"
104352,"Wataru Mimura, Akira Murao"
104355,"Pier Francesco Pingitore, Carla Vistarini"
104360,Dennis O'Rourke
104362,"Henry Kuttner, C.L. Moore"
104363,"Marc Angelo, Alexandre Arcady"
104373,Ousmane Sembene
104376,Grace Cary Bickley
104377,Matthew Bright
104380,
104382,"Hans Hatwig, Hans Iveberg"
104389,Amanda Silver
104391,Andy Sidaris
104401,"George Gately, Jean Chalopin"
104402,"Randall Fried, Rick Telander"
104403,Alan Llwyd
104404,Mangal Dhillon
104405,"James Fung, Gam-Ching Sin"
104409,"Clive Barker, Peter Atkins"
104412,"Laura Ziskin, Alvin Sargent"
104414,Amos Guttman
104418,Brian Helgeland
104423,"Alex Simon, Menahem Golan"
104427,David Mamet
104428,Joel Hershman
104431,"John Hughes, John Hughes"
104437,"Stuart Gordon, Brian Yuzna"
104438,Andrew Bergman
104443,"Ted Allbeury, Arthur Hopcraft"
104445,Dan Pita
104448,Christopher Munch
104452,"Mark Stein, Brian Grazer"
104454,"E.M. Forster, Ruth Prawer Jhabvala"
104455,"Cheng Ah, King Hu"
104457,Jamie Luk
104458,"Dung Hoh, Jeffrey Lau"
104459,
104466,Woody Allen
104467,"Djibril Diop Mambéty, Friedrich Dürrenmatt"
104469,"Jonnie Lindsell, R. Ross Meszaros"
104470,"Dani Levy, Maria Schrader"
104473,"Jacques Forgeas, Jean-Jacques Beineix"
104483,"Baran Seyhan, Yavuz Özkan"
104485,"Jag Mundhra, Michel W. Potts"
104489,Jamil Dehlavi
104499,Rodman Flender
104503,"Sollace Mitchell, Alexandre Rockwell"
104505,"Jean Lartéguy, Georges Lautner"
104507,"Erik Orsenna, Louis Gardel"
104509,Marlen Khutsiev
104511,Michael Wolk
104515,"Hans Heijnen, Hans Heijnen"
104516,"John Brancato, Michael Ferris"
104518,"Phoebe Caulfield, Boots Rakely"
104521,"John Brancato, Michael Ferris"
104522,"Jim Sheridan, David Keating"
104525,Philip J. Cook
104530,Lawrence Riggins
104540,"Anna Moroni, Adriano Celentano"
104545,"Cuca Canals, Bigas Luna"
104548,"Javed Akhtar, Javed Akhtar"
104549,Bruce Robinson
104550,Gina Wendkos
104553,"Philip Cheng, Roman Cheung"
104558,"Edward Tang, Edward Tang"
104559,Kaizô Hayashi
104560,"Kin Chung Chan, Kwong-Kim Yip"
104561,"Nasir Hussain, Mansoor Khan"
104563,"Duncan MacNeillie, Johann Potgieter"
104567,Tom DiCillo
104568,"Leon de Winter, Rocco Simonelli"
104570,"Shô Kosugi, Nelson Gidding"
104572,
104573,"Ernest R. Dickerson, Gerard Brown"
104575,Leslie Harris
104576,"Nick Evans, Monica Jay"
104581,"Hans Åke Gabrielsson, Rolf Börjlind"
104587,Darezhan Omirbayev
104588,"Marja-Leena Mikkola, Outi Nyytäjä"
104592,"Jaroslav Soukup, Miroslav Vaic"
104602,"Angelo Colagrossi, Achim Hagemann"
104604,"Rumiko Takahashi, Ryôta Yamaguchi"
104606,"Ebrahim Forouzesh, Houshang Moradi Kermani"
104607,"Rajkumar Bedi, Santosh Saroj"
104609,Dennis A. Pratt
104613,"Stan Edmonds, David Winning"
104615,"Wolfgang Becker, Horst Johann Sczerba"
104616,"Kaori Eguni, Joji Matsuoka"
104622,"Jackie Niebisch, Jackie Niebisch"
104627,Brad Mirman
104642,"Thøger Birkeland, John Stefan Olsen"
104643,"Josef Váchal, Jaroslav Brabec"
104645,"J.P. Dutta, J.P. Dutta"
104647,"Bruce A. Evans, Raynold Gideon"
104652,Hayao Miyazaki
104654,"Arik Einstein, Moni Moshonov"
104655,"Il-ji Ha, Il-ji Ha"
104658,"Michel Alexandre, Bertrand Tavernier"
104662,"Mario Benedetti, Juan Gelman"
104663,"Gianni Amelio, Sandro Petraglia"
104667,"David Worth, Clifford Mohr"
104670,Curtis Burch
104672,"Mohamed Malas, Ossama Mohammed"
104673,"Per Knutsen, Svend Wam"
104682,"Robert Cormier, Patrick Dewolf"
104683,Douglas K. Grimm
104684,"John Woo, Barry Wong"
104685,Helen Garner
104687,"Robert Frank, Sam North"
104691,"James Fenimore Cooper, John L. Balderston"
104692,"Stephen King, Brett Leonard"
104693,Nick Gomez
104694,"Kim Wilson, Kelly Candaele"
104695,Janus Cercone
104696,Lee Drysdale
104697,Ed Solomon
104701,"Craig Clyde, James Hennessy"
104710,"Michael Normand, Gary Sinyor"
104714,"Jeffrey Boam, Jeffrey Boam"
104719,Gen'ichi Rikuta
104720,Ron Oliver
104735,"Zack Davis, Mark Manos"
104740,"Chris Columbus, Richard Outten"
104741,Jimmy Zeilinger
104743,Bart Baker
104745,Gregg Araki
104747,Arkadiy Tigay
104753,Terence Davies
104755,Ka-Fai Wai
104756,"George Miller, Nick Enright"
104759,"Arthur Conan Doyle, Tim Kirk"
104761,"Astrid Lindgren, Astrid Lindgren"
104765,Don Roos
104770,"Jing Wong, Louis Cha"
104771,"Louis Cha, Jing Wong"
104774,"Adolfo Aristarain, Adolfo Aristarain"
104776,"Pavel Lungin, Pavel Lungin"
104777,"Anthony C. Winkler, Anthony C. Winkler"
104779,"Pascal Bruckner, Roman Polanski"
104782,Jean-Claude Lauzon
104783,"John Turturro, Brandon Cole"
104787,"Martin Donovan, Richard Pelusi"
104788,"Antonio Larreta, Pedro Olea"
104796,Radoslav Pavlovic
104797,"Alex Haley, Malcolm X"
104798,"Carlo Verdone, Francesca Marciano"
104799,"Ottavio Jemma, Salvatore Samperi"
104802,"Oscar Hijuelos, Cynthia Cidre"
104804,Carole Eastman
104807,Man Sing So
104808,"Larry Cohen, Larry Cohen"
104809,"Hera Lind, Peter Timm"
104812,"Louis Nowra, Vincent Ward"
104815,Robert Rodriguez
104816,"Beda Docampo Feijóo, Fyodor Dostoevsky"
104820,José Luis Cuerda
104830,"Claire Devers, Bernard Stora"
104831,"John Weidner, Ken Lamplugh"
104833,Leslie Lyles
104835,Julian Barry
104839,"Tom Schulman, Tom Schulman"
104844,"Greg Glienna, Mary Ruth Clarke"
104850,"H.F. Saint, Robert Collector"
104853,Aleksey Timm
104855,"Paul Hunt, Nick McCarty"
104860,Srdjan Dragojevic
104864,Peter Foldy
104868,Steven Brill
104873,"Kjell-Åke Andersson, Magnus Nilsson"
104874,Jûzô Itami
104875,"Edward Holzman, Rick Sloane"
104879,Scott Bindley
104892,"Barry Primus, Barry Primus"
104897,Damon Wayans
104905,"Chris Matheson, Ed Solomon"
104918,"Mario Martone, Fabrizia Ramondino"
104919,Bahram Beizai
104922,Joseph Minion
104926,"Theo Pelletier, John Junkerman"
104927,"Mohinder Ashish, Mohinder Ashish"
104928,"Billy Crystal, Lowell Ganz"
104937,"Paz Alicia Garciadiego, Guy de Maupassant"
104938,"R.J. Robertson, Jim Wynorski"
104940,"Charles Dickens, Jerry Juhl"
104941,
104948,"Roberto D'Agostino, Fiorenzo Senese"
104952,Dale Launer
104954,Stacy Cochran
104961,"Niels Gråbøl, Per Daumiller"
104962,"Leonid Gaidai, Arkadiy Inin"
104969,"Kirk Ellis, Nico Mastorakis"
104972,"Rakhshan Banietemad, Fereydoun Jeyrani"
104974,Mohsen Makhmalbaf
104976,"Peter I. Baloff, David W. Wollert"
104978,"Aleksandr Borodyanskiy, Lilian Põldre"
104981,"Buck Finch, Jeff Begun"
104983,"Tiziano Sclavi, Tiziano Sclavi"
104984,David Frankel
104987,"David Schmoeller, Charles Band"
104990,"Bob Tzudiker, Noni White"
104997,Michael Thomas Montgomery
104998,"Simon Levy, Michel W. Potts"
105001,"Gerald Kersh, Richard Price"
105007,"Sachin Bhowmick, Sachin Bhowmick"
105009,Richard Danus
105017,"Michael Frayn, Marty Kaplan"
105019,"Alex van Warmerdam, Aat Ceelen"
105032,"Cyril Collard, Cyril Collard"
105034,"Sam Raimi, Scott Spiegel"
105045,"Paul Fontaine, Raoul Ruiz"
105046,"John Steinbeck, Horton Foote"
105048,Richard Nielsen
105052,"Gill Dennis, Antonio Tibaldi"
105059,Wayne Allan Rice
105060,"Monzaemon Chikamatsu, Masato Ide"
105063,Noah Stern
105073,"Bernd Eilert, Robert Gernhardt"
105075,Mun-yeol Lee
105078,"Daniel Goldin, Joshua Goldin"
105080,"Robert Caswell, Gladys Taylor"
105085,Michael Taav
105090,"Hans Dräxler, Andy T. Hoetzel"
105092,"Marek Kreutz, Krzysztof Lang"
105097,"Carmine Amoroso, Carmine Amoroso"
105103,Charlie Peters
105104,"Stewart Raffill, Dan Gordon"
105107,John Sayles
105108,Frank Norwood
105109,David Eyre Jr.
105112,"Tom Clancy, W. Peter Iliff"
105114,Lorenzo O'Brien
105120,"Anna Pavignano, Massimo Troisi"
105121,Wes Craven
105127,"Albert Camus, Luis Puenzo"
105128,Richard Outten
105130,"Rita Rudner, Martin Bergman"
105131,"Robert Boner, Christine Pascal"
105137,"Tunç Basaran, Kemal Demirel"
105147,"Michael Zand, Chuck McCollum"
105150,"Shane Connaughton, Kerry Crabbe"
105151,"Michael Tolkin, Michael Tolkin"
105156,"Melissa Goddard, Andy Ruben"
105159,"Bryce Courtenay, Robert Mark Kamen"
105162,M. Night Shyamalan
105165,"Craig Lucas, Craig Lucas"
105166,
105169,"April Campbell Jones, Fleming B. Fuller"
105173,"Daniel Adams, William Snowden"
105175,"Adriano Bolzoni, Adriano Bolzoni"
105179,Richard Beattie
105182,"Ivan Dykhovichnyy, Nadezhda Kozhushanaya"
105183,"Phillip J. Roth, Gian-Carlo Scandiuzzi"
105185,Wladyslaw Pasikowski
105187,Howard Franklin
105188,"Pino Cacucci, Enzo Monteleone"
105191,Rex McGee
105196,Brian Chung
105197,"Yuan Bin Chen, Heng Liu"
105198,Eddie Ling-Ching Fong
105200,"Chaim Grade, Joseph Telushkin"
105211,David Mickey Evans
105212,Terence H. Winkless
105213,"Frederick Bailey, Thomas McKelvey Cleaver"
105214,"Shelagh Delaney, Jennifer Johnston"
105215,Gary O. Bennett
105217,Brian De Palma
105219,"Cindy Cirile, Alan B. McElroy"
105220,"Mikhail Belikov, Oleg Prihodko"
105222,"Guy Jenkin, Dylan Thomas"
105226,"John Dahl, Rick Dahl"
105231,Gonzalo Suárez
105235,Robert Morin
105236,"Quentin Tarantino, Quentin Tarantino"
105242,"H.P. Lovecraft, Brent V. Friedman"
105243,"Jean-Claude Carrière, Arthur Schnitzler"
105245,Joe D'Amato
105249,"Tim Kirk, Harry Alan Towers"
105256,"Josephine Humphreys, Alfred Uhry"
105260,"Cédric Klapisch, Cédric Klapisch"
105265,"Norman Maclean, Richard Friedenberg"
105267,Abbe Wool
105271,Mani Ratnam
105275,Geoffrey Wright
105276,"Ferenc Grunwalsky, György Szomjas"
105287,"Alexander Lee, Ying Chiet Lee"
105289,"Shuki Levy, Shuki Levy"
105291,"Stephen Davis, Stephen Davis"
105298,"John Varty, Andrea Buck"
105306,"Andrew Birkin, Bee Gilbert"
105309,Vitali Kanevsky
105312,"Hiroshi Miyazaki, Sachio Ono"
105313,
105315,Mushtaq Merchant
105316,"Mbongeni Ngema, Mbongeni Ngema"
105322,"B.J. Nelson, Julie Richard"
105323,"Giovanni Arpino, Bo Goldman"
105327,"Dick Wolf, Dick Wolf"
105328,"Helmut Dietl, Ulrich Limmer"
105342,"Martine Fadier-Nisse, Frédérique Gruyer"
105344,Jan Sardi
105347,"Charles Band, Jackson Barr"
105352,"Carlos Suárez, Ramón Tosas 'Ivá'"
105356,"Arnaud Desplechin, Pascale Ferran"
105361,"Howard Delman, Michael Lewis"
105369,"Serge Meynard, Tom Sharpe"
105377,"Jacques Dorfmann, Evan Jones"
105378,Woody Allen
105381,"Johnny Mak, Stephen Shiu"
105385,Sandy Shaw
105386,"Michael Hui, Chi Wah Wong"
105388,Masayuki Suo
105391,"Susan Isaacs, David Seltzer"
105392,Shirô Yumeno
105394,"Rajeev Kaul, Praful Parekh"
105395,"Judd Lynn, Larry Felix Jr."
105396,"Robbie Fox, Baz Taylor"
105399,"Barry Wong, Hark Tsui"
105400,"Gwing-Gai Lee, Nainan Shi"
105401,
105402,"Lou Illar, Galen Thompson"
105408,"Amy Goldstein, Scott Kraft"
105411,Hal Hartley
105414,"John Lutz, Don Roos"
105415,Cameron Crowe
105417,Paul Rudnick
105423,"Péter Gárdos, Zsuzsa Tóth"
105428,Stephen King
105435,"Phil Alden Robinson, Lawrence Lasker"
105436,"Henri Nathansen, Peter Poulsen"
105437,Peter Capaldi
105446,"James Hankins, Adam Winston"
105448,"Jean-Claude Brisville, Jean-Claude Brisville"
105450,"Stephen Milburn Anderson, Donald Bakeer"
105459,Gary Scott Thompson
105464,Alexander Cassini
105466,"Tom S. Parker, Jim Jennewein"
105474,"Laila Stieler, Andreas Dresen"
105476,Yuriy Arabov
105477,"Blake Snyder, William Osborne"
105480,"Frank Galbally, Robert Macklin"
105481,"Craig Bolotin, Craig Bolotin"
105483,Robert J. Avrech
105485,Stephen Smoke
105488,"Baz Luhrmann, Baz Luhrmann"
105497,"Juan Miñón, Javier Miñon"
105500,"Kulwant Singh Jani, Rakesh Kumar"
105502,"Rumle Hammerich, Carina Rydberg"
105507,"Jim Tabilio, Allen Plone"
105508,"Tom Kalin, Hilton Als"
105511,Ingmar Bergman
105514,"Philippe Ferran, Charles Nemes"
105515,Robin Bhatt
105519,"Buddhadev Dasgupta, Kamal Kumar Majumdar"
105526,"Sidney J. Furie, Rick Natkin"
105527,"Edgar Allan Poe, Shimako Sato"
105530,J. Stephen Maunder
105531,Gordan Mihic
105534,"Gordon Chan, Kin Chung Chan"
105535,Jaime Humberto Hermosillo
105562,Jordan Alan
105565,"Uli Hanisch, Oskar Roehler"
105569,Shin'ya Tsukamoto
105572,"Alice McDermott, Craig Bolotin"
105573,Bill Phillips
105575,Kamal Haasan
105577,"Meg Wolitzer, Nora Ephron"
105585,John Fusco
105589,Susan Chan
105592,J. Stephen Maunder
105597,Avi Nesher
105599,K.K. Singh
105600,Jacques A. Desjardins
105602,Goran Markovic
105608,"Darren Dalton, Freeman King"
105611,P.J. Castellaneta
105614,"Enrico Oldoini, Dino Risi"
105616,"Dennis Marks, William Hanna"
105619,"Sandy Shaw, Jack Maeby"
105622,"Ryû Murakami, Ryû Murakami"
105626,"Andrew Coburn, Rosalinde Deville"
105629,"Valerie Curtin, Barry Levinson"
105631,Jim Piddock
105636,"Bob Gale, Robert Zemeckis"
105639,Craig Baldwin
105640,"Viktor Dotsenko, Viktor Dotsenko"
105643,"Rossella Drudi, Claudio Fragasso"
105645,"Darrell Fetty, Francis Delia"
105651,Iiro Küttner
105652,"Ang Lee, James Schamus"
105654,"Bill Plympton, Maureen McElheron"
105655,"Louis Cha, Tan Cheung"
105659,"Henry James, Rusty Lemorande"
105660,"L.A. Puopolo, Chris Ceraso"
105665,"David Lynch, Robert Engels"
105670,Andrew Chiaramonte
105675,"Manuel Rambout Barcelos, Ina Cesaire"
105676,"James Becket, Thomas Ian Griffith"
105678,Ted Hubert
105680,"Len Jenkin, Dan Kleinman"
105681,"Gordon Cassidy, Mark Griffiths"
105682,"Claude Sautet, Jacques Fieschi"
105685,"Meridith Baer, Geof Prysirr"
105690,J.F. Lawton
105691,Simon Moore
105695,David Webb Peoples
105698,"Richard Rothstein, Christopher Leitch"
105699,"George Putnam, John Katchmer"
105706,"Todd Graff, Todd Graff"
105709,Ray Cooney
105712,"Hugh Whitemore, Bruce Chatwin"
105713,"Ere Kokkonen, Ere Kokkonen"
105717,"Liliane Betti, Liliane Betti"
105719,Richard Jefferies
105729,Henry Jaglom
105738,"Bruno Podalydès, Denis Podalydès"
105744,Fernando E. Solanas
105750,"Henri Murger, Aki Kaurismäki"
105752,"Fredric Brown, Gérard Jourd'hui"
105755,"Sergio Bazzini, Alberto Moravia"
105756,"Pierre Courville, Michèle Delmotte"
105759,Andreas Schnaas
105761,"Srdjan Karanovic, Milosav Marinovic"
105775,"Ondrej Sulaj, Martin Sulík"
105777,Ere Kokkonen
105783,"Artur Brauner, Jerzy Janicki"
105785,Luigi Spagnol
105789,Neal Jimenez
105790,"Graham Swift, Peter Prince"
105792,Anthony Hickox
105793,"Mike Myers, Mike Myers"
105796,"Gordon Chan, Hing-Ka Chan"
105801,Phillip Avalon
105807,"Matthew Irmas, Ann Wycoff"
105809,"Yolande Turner, Charles Finch"
105810,"Michael Hitchcock, Kurt Voss"
105811,Christopher Crowe
105812,Ron Shelton
105813,Daniel Pyne
105815,"James Lorinz, Frank Rainone"
105819,Zalman King
105820,Harwant Bains
105824,"Jeff Benjamin, Roger Vaughan"
105831,"Mabel Cheung, Alex Law"
105836,Michael Sibay
105839,"Tin-suen Chan, Tan Cheung"
105846,Man Keung Chan
105847,
105851,Yin Nam
105857,Wing Keung Lo
105859,"Tan Cheung, Xiaohe Lü"
105864,"Chi-Sing Cheung, Joe Ma"
105866,"Rajeev Kaul, Rajeev Kaul"
105869,"Hideyuki Kikuchi, Roy Szeto"
105871,William Goldman
105884,"Sjoerd Kuyper, Sjoerd Kuyper"
105885,Anthony Drazan
105888,Abbas Kiarostami
105898,"Barbara Bishop, Ralph Lucas"
105899,Davor Zmegac
105900,Herb Borkland
105908,"Daniel Schmid, Martin Suter"
105911,"Jean Poiret, Martin Lamotte"
105912,"Yolanda García Serrano, Manuel Gómez Pereira"
105915,
105916,Colin Nutley
105919,"István Szabó, Andrea Vészits"
105924,"João César Monteiro, Friedrich Hölderlin"
106185,"Ian McEwan, Ian McEwan"
106203,"Honey Irani, Honey Irani"
106204,Anees Bazmee
106208,"Carla Giulia Casalini, Carla Giulia Casalini"
106209,"Hannes Jaenicke, Ben Taylor"
106215,"Jorge Guerricaechevarría, Álex de la Iglesia"
106216,"Solomon Weingarten, Mark Pittman"
106217,Alejandro Agresti
106218,Mark Punt
106220,"Charles Addams, Paul Rudnick"
106221,
106223,"Mark Twain, Stephen Sommers"
106226,"Edith Wharton, Jay Cocks"
106233,"Bill Apablasa, Stephen McEveety"
106237,"Anna-Leena Härkönen, Tove Idström"
106238,"Filippo Ascione, Carlo Verdone"
106240,"Ken Catran, Tessa Duder"
106246,"Piers Paul Read, John Patrick Shanley"
106251,"Vicente Aranda, Juan Marsé"
106257,"Greg Latter, George Saunders"
106258,John Corcoran
106264,Rob Weiss
106265,Lorenzo Doumani
106266,E. Max Frye
106270,
106271,"Judith Stanley-Smith, Christine Watkins"
106278,Gary Graver
106279,"Christopher Mitchum, Deddy Armand"
106280,Anthony L. Greene
106286,"Umberto Marino, Silvio Soldini"
106287,
106291,Enrico Oldoini
106292,"Jim Kouf, Jim Kouf"
106296,"Sotiris Dimitrou, Sotiris Goritsas"
106301,Éric Rohmer
106303,Ross LaManna
106304,"Hani Fawzi, Hani Fawzi"
106305,Julio Medem
106307,"David Atkins, Emir Kusturica"
106308,"Sam Raimi, Ivan Raimi"
106309,Steven Pressfield
106312,"Daniele Luchetti, Sandro Petraglia"
106313,"Dave Payne, Milan Zivkovic"
106315,Patrick Hasburgh
106323,"Joseph F. Robertson, Gerald Stein"
106330,Ebrahim Hatamikia
106332,"Pik Wah Lee, Pik Wah Lee"
106333,"Robin Bhatt, Akash Khurana"
106334,Paul Leder
106335,Peter Greenaway
106339,"Iain Softley, Michael Thomas"
106340,Les Blair
106341,Rolf de Heer
106342,"Kee-To Lam, Yusheng Liang"
106343,"David Wu, Ronny Yu"
106348,Lukasz Wylezalek
106350,Maggie Greenwald
106353,Nick Mead
106359,Jalee Bailey
106364,"Alan Burnett, Alan Burnett"
106366,"Bill Kelman, Alexander Sachs"
106368,
106370,"Claude Gagnon, Arto Paragamian"
106372,Jon Jost
106373,Tracey Moffatt
106375,"John Hughes, Amy Holden Jones"
106376,"Chin-Chung Chan, Wing-Fai Wong"
106378,"Jian Cui, Danian Tang"
106379,Bill Forsyth
106386,"Michael Lieber, Jeffrey Polman"
106387,"Barry Berman, Lesley McNeil"
106389,"Sinan Çetin, Ümit Ünal"
106393,"Max Strom, John Allen Nelson"
106395,"Robby Benson, Karla DeVito"
106400,"Paul Henning, Lawrence Konner"
